gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3860636265	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/211400213/original.jpeg	https://www.inaturalist.org/photos/211400213					2022-07-04T00:55:25Z	Sofie Meeus		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Sofie Meeus
3855443758	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herbarium/8fc39afb-b53b-4e89-8df5-96ab519283a5		Eleocharis flavescens	262829.jpg				University of Florida Herbarium			http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herbarium - University of Florida
3005755768	StillImage	image/jpeg	http://n2t.net/ark:/65665/m35f0c1501-c8e8-4ed6-8a7c-0c6ad2db9651		04289379.tif	Barcode 04289379	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
3005755768				https://collections.nmnh.si.edu/media/?i=15067244										
286837656		application/json	https://herbarium.bgbm.org/data/iiif/BW01149010/manifest.json	https://iiif.bgbm.org/?manifest=https://herbarium.bgbm.org/object/BW01149010/manifest.json									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [https://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [https://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
286837656	StillImage	image/jpeg	https://image.bgbm.org/images/internal/HerbarThumbs/BW01149010_1700	https://herbarium.bgbm.org/object/BW01149010									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [https://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [https://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
2633970554	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/63505592/original.jpeg	https://www.inaturalist.org/photos/63505592					2020-03-15T00:46:43Z	classical		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	classical
1931343141	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/388/936/v-035-01294643.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931292498	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/770/634/01362522.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931227653	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/793/048/1603435.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931213785	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/753/211/01074826.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930775886	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/774/277/01530381.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930711924	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/395/081/v-035-01333783.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930329432	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/379/050/v-035-01270956.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930054406	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/388/935/v-035-01294642.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929543708	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/774/861/01530977.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929536046	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/770/640/01362559.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929461864	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/794/648/1605047.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929349611	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/810/542/1605551.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929233297	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/794/649/1605048.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929146168	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/770/702/01362622.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929080778	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/777/519/1601282.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929001297	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/792/095/1602472.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928936802	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/791/076/1601390.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928397665	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/394/196/v-035-01298444.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928078543	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/387/486/v-035-01295992.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1322619497				https://collections.nmnh.si.edu/media/?i=10401117										
1322619497	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3ee367c1b-d387-4015-83cb-2cd7838af38d		01058042.tif	Barcode 01058042	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322619497	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3e9d3fb8c-d5b1-4ed1-a03e-f4e1a9ef2059		01058042.tif	Axelrod, F. S. 11077, US National Herbarium Sheet 3387925, Barcode 01058042	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Unspecified		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322614438	StillImage	image/jpeg	http://n2t.net/ark:/65665/m32d4b365d-b12d-46c3-a548-4bc9add61e57		00985794.tif	Barcode 00985794	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322614438				https://collections.nmnh.si.edu/media/?i=15550492										
1322604769	StillImage	image/jpeg	http://n2t.net/ark:/65665/m325c1df88-3d00-4190-94c7-f53733efdc9e		00966111.tif	Barcode 00966111	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322604769				https://collections.nmnh.si.edu/media/?i=12001523										
1322526038				https://collections.nmnh.si.edu/media/?i=11958826										
1322526038	StillImage	image/jpeg	http://n2t.net/ark:/65665/m36812aa30-174b-49e4-8040-0d68cdaa03ec		00953647.tif	Barcode 00953647	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322273361	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3d3700d89-c45b-4c38-9904-10d6227ccd65		00993591.tif	Barcode 00993591	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322273361				https://collections.nmnh.si.edu/media/?i=15084494										
1321897722	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3d17976b2-2717-4b55-8eb9-8e46c9f44ed4		01044524.tif	Barcode 01044524	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321897722				https://collections.nmnh.si.edu/media/?i=15571445										
1321827285				https://collections.nmnh.si.edu/media/?i=15070924										
1321827285	StillImage	image/jpeg	http://n2t.net/ark:/65665/m31d2ae640-4b6b-4399-a7d7-50e02ec7a5ae		01044808.tif	Barcode 01044808	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321414054				https://collections.nmnh.si.edu/media/?i=15070927										
1321414054	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3794f5c78-9cc6-4a25-be08-64688f600cf1		01044809.tif	Barcode 01044809	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321333395	StillImage	image/jpeg	http://n2t.net/ark:/65665/m31c9184db-f3b6-498c-b1fd-6e7356c686fb		01017273.tif	Barcode 01017273	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321333395				https://collections.nmnh.si.edu/media/?i=15046341										
1321232984				https://collections.nmnh.si.edu/media/?i=15049799										
1321232984	StillImage	image/jpeg	http://n2t.net/ark:/65665/m38cb51a1f-9a2a-4969-a796-4cb581c48cb6		01043660.tif	Barcode 01043660	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321074052	StillImage	image/jpeg	http://n2t.net/ark:/65665/m33230bbd7-7dc1-4a2f-87d1-2931b277dd3d		01005678.tif	Barcode 01005678	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321074052				https://collections.nmnh.si.edu/media/?i=15549835										
1321055822	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3e83ead2f-aab3-4241-9551-ee02b8ed0995		00956804.tif	Barcode 00956804	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1321055822				https://collections.nmnh.si.edu/media/?i=11945930										
1320302063				https://collections.nmnh.si.edu/media/?i=11918127										
1320302063	StillImage	image/jpeg	http://n2t.net/ark:/65665/m31fc6a10b-0312-48a6-b36a-e61a21a54136		00951942.tif	Barcode 00951942	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1320124280				https://collections.nmnh.si.edu/media/?i=15001772										
1320124280	StillImage	image/jpeg	http://n2t.net/ark:/65665/m337ff97b3-8440-4e49-9e87-3fdc2a543e35		00987376.tif	Barcode 00987376	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1320100491				https://collections.nmnh.si.edu/media/?i=15560197										
1320100491	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3140f66a1-e14d-48e1-b859-a9cd019ffd21		00985793.tif	Barcode 00985793	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319852739	StillImage	image/jpeg	http://n2t.net/ark:/65665/m35b122118-0d35-4fc5-8e8c-dd9b1246b7d8		00953648.tif	Barcode 00953648	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319852739				https://collections.nmnh.si.edu/media/?i=11960328										
1319816085				https://collections.nmnh.si.edu/media/?i=15560497										
1319816085	StillImage	image/jpeg	http://n2t.net/ark:/65665/m365b45363-4142-41fc-a6a1-dd0bc8330450		00996680.tif	Barcode 00996680	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319765399	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3ddeeecc9-d742-4fb2-8692-8429298b10d6		00986669.tif	Barcode 00986669	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319765399				https://collections.nmnh.si.edu/media/?i=15152984										
1319691867				https://collections.nmnh.si.edu/media/?i=15153668										
1319691867	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3920f6c1b-cff0-456e-b6b6-7442de336ee9		00994357.tif	Barcode 00994357	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319576896	StillImage	image/jpeg	http://n2t.net/ark:/65665/m335a88ded-0c27-4648-aa96-70566c9c2ea6		01043658.tif	Barcode 01043658	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319576896				https://collections.nmnh.si.edu/media/?i=15049779										
1319483254	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3743fa566-3bb6-447d-a236-3c31b333df81		01018829.tif	Barcode 01018829	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319483254				https://collections.nmnh.si.edu/media/?i=15111232										
1319347135				https://collections.nmnh.si.edu/media/?i=12030776										
1319347135	StillImage	image/jpeg	http://n2t.net/ark:/65665/m32abeac53-a893-408c-b615-c360c3c8c337		00962807.tif	Barcode 00962807	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1318020074	StillImage	image/jpeg	http://n2t.net/ark:/65665/m32497bce4-176b-43d3-8427-e7d06fe3b913		00956805.tif	Barcode 00956805	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1318020074				https://collections.nmnh.si.edu/media/?i=11959208										
1317614158	StillImage	image/jpeg	http://n2t.net/ark:/65665/m30612c7f4-df88-4fbb-b508-cb574264bef3		00986280.tif	Barcode 00986280	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1317614158				https://collections.nmnh.si.edu/media/?i=15045713										
1317605282				https://collections.nmnh.si.edu/media/?i=15049787										
1317605282	StillImage	image/jpeg	http://n2t.net/ark:/65665/m3ee659b97-28e1-404e-8d76-408fb5d805e0		01043659.tif	Barcode 01043659	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1056947532	StillImage		https://data.nhm.ac.uk/media/ebea390a-3806-4e43-8315-6174d0eacc12		BM000630623								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
